Código,Categoría / Pais,Descripción,En Inventario,Repetidas,Grupos
FWC-00,Especiales,Sello Panini,FALSE,0,Especiales
FWC-1,Especiales,Copa del Mundo,FALSE,0,Especiales
FWC-2,Especiales,Mascota 1,FALSE,0,Especiales
FWC-3,Especiales,Mascota 2,FALSE,0,Especiales
FWC-4,Especiales,Balón,FALSE,0,Especiales
FWC-5,Especiales,Logo,FALSE,0,Especiales
FWC-6,Especiales,Especial 6,FALSE,0,Especiales
FWC-7,Especiales,Especial 7,FALSE,0,Especiales
FWC-8,Especiales,Especial 8,FALSE,0,Especiales
FWC-9,Especiales,Especial 9,FALSE,0,Especiales
FWC-10,Especiales,Especial 10,FALSE,0,Especiales
FWC-11,Especiales,Especial 11,FALSE,0,Especiales
FWC-12,Especiales,Especial 12,FALSE,0,Especiales
FWC-13,Especiales,Especial 13,FALSE,0,Especiales
FWC-14,Especiales,Especial 14,FALSE,0,Especiales
FWC-15,Especiales,Especial 15,FALSE,0,Especiales
FWC-16,Especiales,Especial 16,FALSE,0,Especiales
FWC-17,Especiales,Especial 17,FALSE,0,Especiales
FWC-18,Especiales,Especial 18,FALSE,0,Especiales
FWC-19,Especiales,Especial 19,FALSE,0,Especiales
MEX-1,MÉXICO,ESCUDO DE MÉXICO,FALSE,0,Grupo A
MEX-2,MÉXICO,LUIS MALAGÓN,FALSE,0,Grupo A
MEX-3,MÉXICO,JOHAN VÁSQUEZ,FALSE,0,Grupo A
MEX-4,MÉXICO,JORGE SÁNCHEZ,FALSE,0,Grupo A
MEX-5,MÉXICO,CÉSAR MONTES,FALSE,0,Grupo A
MEX-6,MÉXICO,JESÚS GALLARDO,FALSE,0,Grupo A
MEX-7,MÉXICO,ISRAEL REYES,FALSE,0,Grupo A
MEX-8,MÉXICO,DIEGO LAINEZ,FALSE,0,Grupo A
MEX-9,MÉXICO,CARLOS RODRÍGUEZ,FALSE,0,Grupo A
MEX-10,MÉXICO,EDSON ÁLVAREZ,FALSE,0,Grupo A
MEX-11,MÉXICO,ORBELÍN PINEDA,FALSE,0,Grupo A
MEX-12,MÉXICO,MARCEL RUÍZ,FALSE,0,Grupo A
MEX-13,MÉXICO,SELECCION MEXICANA DE FÚTBOL,FALSE,0,Grupo A
MEX-14,MÉXICO,ERICK SÁNCHEZ,FALSE,0,Grupo A
MEX-15,MÉXICO,HIRVING LOZANO,FALSE,0,Grupo A
MEX-16,MÉXICO,SANTIAGO GIMÉNEZ,FALSE,0,Grupo A
MEX-17,MÉXICO,RAÚL JIMÉNEZ,FALSE,0,Grupo A
MEX-18,MÉXICO,ALEXIS VEGA,FALSE,0,Grupo A
MEX-19,MÉXICO,ROBERTO ALVARADO,FALSE,0,Grupo A
MEX-20,MÉXICO,CÉSAR HUERTA,FALSE,0,Grupo A
RSA-1,SUDÁFRICA,ESCUDO DE SUDÁFRICA,FALSE,0,Grupo A
RSA-2,SUDÁFRICA,RONWEN WILLIAMS,FALSE,0,Grupo A
RSA-3,SUDÁFRICA,SIPHO CHAINE,FALSE,0,Grupo A
RSA-4,SUDÁFRICA,AUBREY MODIBA,FALSE,0,Grupo A
RSA-5,SUDÁFRICA,SAMUKELE KABINI,FALSE,0,Grupo A
RSA-6,SUDÁFRICA,MBEKEZLI MBOKAZI,FALSE,0,Grupo A
RSA-7,SUDÁFRICA,KHULUMANI NDAMANE,FALSE,0,Grupo A
RSA-8,SUDÁFRICA,SIVABONGA NGEZANA,FALSE,0,Grupo A
RSA-9,SUDÁFRICA,KHULISO MUDAU,FALSE,0,Grupo A
RSA-10,SUDÁFRICA,NKOSINATHI SIBISI,FALSE,0,Grupo A
RSA-11,SUDÁFRICA,TEBOHO MOKOENA,FALSE,0,Grupo A
RSA-12,SUDÁFRICA,THALENTE MBATHA,FALSE,0,Grupo A
RSA-13,SUDÁFRICA,SELECCION SUDAFRICANA DE FUTBOL,FALSE,0,Grupo A
RSA-14,SUDÁFRICA,BATHUSI AUBAAS,FALSE,0,Grupo A
RSA-15,SUDÁFRICA,VAYA SITHOLE,FALSE,0,Grupo A
RSA-16,SUDÁFRICA,SIPHO MBULE,FALSE,0,Grupo A
RSA-17,SUDÁFRICA,LYLE FOSTER,FALSE,0,Grupo A
RSA-18,SUDÁFRICA,IORAAM RAVNERS,FALSE,0,Grupo A
RSA-19,SUDÁFRICA,MOHAU NKOTA,FALSE,0,Grupo A
RSA-20,SUDÁFRICA,OSWIN APOLLIS,FALSE,0,Grupo A
KOR-1,COREA DEL SUR,ESCUDO DE COREA DEL SUR,FALSE,0,Grupo A
KOR-2,COREA DEL SUR,HYEONWOO JO,FALSE,0,Grupo A
KOR-3,COREA DEL SUR,SEUNGGYU KIM,FALSE,0,Grupo A
KOR-4,COREA DEL SUR,MIJNAE KIM,FALSE,0,Grupo A
KOR-5,COREA DEL SUR,YUMIN CHO,FALSE,0,Grupo A
KOR-6,COREA DEL SUR,YOUNGWOO SEOL,FALSE,0,Grupo A
KOR-7,COREA DEL SUR,HANBEOM LEE,FALSE,0,Grupo A
KOR-8,COREA DEL SUR,TAESEOK LEE,FALSE,0,Grupo A
KOR-9,COREA DEL SUR,MUYNGJAE LEE,FALSE,0,Grupo A
KOR-10,COREA DEL SUR,JAESUNG LEE,FALSE,0,Grupo A
KOR-11,COREA DEL SUR,INBEOM HWANG,FALSE,0,Grupo A
KOR-12,COREA DEL SUR,KANGIN LEE,FALSE,0,Grupo A
KOR-13,COREA DEL SUR,SELECCION NACIONAL DE COREA DEL SUR,FALSE,0,Grupo A
KOR-14,COREA DEL SUR,SEUNGHO PAIK,FALSE,0,Grupo A
KOR-15,COREA DEL SUR,JENS CASTROP,FALSE,0,Grupo A
KOR-16,COREA DEL SUR,DONGGYEONG LEE,FALSE,0,Grupo A
KOR-17,COREA DEL SUR,GUESUNG CHO,FALSE,0,Grupo A
KOR-18,COREA DEL SUR,HEUNGMIN SON,FALSE,0,Grupo A
KOR-19,COREA DEL SUR,HEECHAN HWANG,FALSE,0,Grupo A
KOR-20,COREA DEL SUR,HYEONGYU OH,FALSE,0,Grupo A
CZE-1,REPÚBLICA CHECA,ESCUDO DE CHEQUIA,FALSE,0,Grupo A
CZE-2,REPÚBLICA CHECA,MATEJ KOVAR,FALSE,0,Grupo A
CZE-3,REPÚBLICA CHECA,JINDRICH STANEK,FALSE,0,Grupo A
CZE-4,REPÚBLICA CHECA,LADISLAV KREJCI,FALSE,0,Grupo A
CZE-5,REPÚBLICA CHECA,VLADIMIR COUFAL,FALSE,0,Grupo A
CZE-6,REPÚBLICA CHECA,JAROSLAV ZELENY,FALSE,0,Grupo A
CZE-7,REPÚBLICA CHECA,TOMAS HOLES,FALSE,0,Grupo A
CZE-8,REPÚBLICA CHECA,DAVID ZIMA,FALSE,0,Grupo A
CZE-9,REPÚBLICA CHECA,MICHAL SADILEK,FALSE,0,Grupo A
CZE-10,REPÚBLICA CHECA,LUKAS PROVOD,FALSE,0,Grupo A
CZE-11,REPÚBLICA CHECA,LUKAS CERV,FALSE,0,Grupo A
CZE-12,REPÚBLICA CHECA,TOMAS SOUCEK,FALSE,0,Grupo A
CZE-13,REPÚBLICA CHECA,SELECCION NACIONAL DE REPÚBLICA CHECA,FALSE,0,Grupo A
CZE-14,REPÚBLICA CHECA,PAVEL SULC,FALSE,0,Grupo A
CZE-15,REPÚBLICA CHECA,MATEJ VYDRA,FALSE,0,Grupo A
CZE-16,REPÚBLICA CHECA,VASIL KUSEJ,FALSE,0,Grupo A
CZE-17,REPÚBLICA CHECA,TOMAS CHORY,FALSE,0,Grupo A
CZE-18,REPÚBLICA CHECA,VACLAV CHERNY,FALSE,0,Grupo A
CZE-19,REPÚBLICA CHECA,ADAM HLOZEK,FALSE,0,Grupo A
CZE-20,REPÚBLICA CHECA,PATRICK SHICK,FALSE,0,Grupo A
CAN-1,CANADÁ,ESCUDO DE CANADA,FALSE,0,Grupo B
CAN-2,CANADÁ,DAYNE ST. CLAIR,FALSE,0,Grupo B
CAN-3,CANADÁ,ALPHONSO DAVIES,FALSE,0,Grupo B
CAN-4,CANADÁ,ALISTAIR JOHNSTON,FALSE,0,Grupo B
CAN-5,CANADÁ,SAMUEL ADEKUGBE,FALSE,0,Grupo B
CAN-6,CANADÁ,RICHIE LARVEA,FALSE,0,Grupo B
CAN-7,CANADÁ,DEREK CORNELIUS,FALSE,0,Grupo B
CAN-8,CANADÁ,MOISE BOMBITO,FALSE,0,Grupo B
CAN-9,CANADÁ,KAMAL MILLER,FALSE,0,Grupo B
CAN-10,CANADÁ,STEPHEN EUSTAQUIO,FALSE,0,Grupo B
CAN-11,CANADÁ,ISMAEL KONE,FALSE,0,Grupo B
CAN-12,CANADÁ,JONATHAN OSORIO,FALSE,0,Grupo B
CAN-13,CANADÁ,SELECCION CANADIENSE DE FUTBOL,FALSE,0,Grupo B
CAN-14,CANADÁ,JACOB SHAFFELBURG,FALSE,0,Grupo B
CAN-15,CANADÁ,MATHIEU CHOINIERE,FALSE,0,Grupo B
CAN-16,CANADÁ,NIKO SIGUR,FALSE,0,Grupo B
CAN-17,CANADÁ,TAJON BUCHANAN,FALSE,0,Grupo B
CAN-18,CANADÁ,LIAM MILLAR,FALSE,0,Grupo B
CAN-19,CANADÁ,CYLE LARIN,FALSE,0,Grupo B
CAN-20,CANADÁ,JONATHAN DAVID,FALSE,0,Grupo B
BIH-1,BOSNIA Y HERZEGOVINA,ESCUDO DE BOSNIA Y HERZEGOVINA,FALSE,0,Grupo B
BIH-2,BOSNIA Y HERZEGOVINA,NIKOLA VASILJ,FALSE,0,Grupo B
BIH-3,BOSNIA Y HERZEGOVINA,AMAR DEDIC,FALSE,0,Grupo B
BIH-4,BOSNIA Y HERZEGOVINA,SEAD KOLASINAC,FALSE,0,Grupo B
BIH-5,BOSNIA Y HERZEGOVINA,TARIK MUHAREMOVIC,FALSE,0,Grupo B
BIH-6,BOSNIA Y HERZEGOVINA,NIIHAD MUJAKIC,FALSE,0,Grupo B
BIH-7,BOSNIA Y HERZEGOVINA,NICOLA KATIC,FALSE,0,Grupo B
BIH-8,BOSNIA Y HERZEGOVINA,AMIR HADZIAHMETOVIC,FALSE,0,Grupo B
BIH-9,BOSNIA Y HERZEGOVINA,BENJAMIN TAHIROVIC,FALSE,0,Grupo B
BIH-10,BOSNIA Y HERZEGOVINA,ARMIN GIGOVIC,FALSE,0,Grupo B
BIH-11,BOSNIA Y HERZEGOVINA,IVAN SUNJIC,FALSE,0,Grupo B
BIH-12,BOSNIA Y HERZEGOVINA,IVAN BASIC,FALSE,0,Grupo B
BIH-13,BOSNIA Y HERZEGOVINA,SELECCION DE FUTBOL DE BOSNIA HERZEGOVINA,FALSE,0,Grupo B
BIH-14,BOSNIA Y HERZEGOVINA,DZENIS BURNIC,FALSE,0,Grupo B
BIH-15,BOSNIA Y HERZEGOVINA,ESMIR BAJRAKTAREVIC,FALSE,0,Grupo B
BIH-16,BOSNIA Y HERZEGOVINA,AMAR MEMIC,FALSE,0,Grupo B
BIH-17,BOSNIA Y HERZEGOVINA,ERMEDIN DEMIROVIC,FALSE,0,Grupo B
BIH-18,BOSNIA Y HERZEGOVINA,EDIN DZEKO,FALSE,0,Grupo B
BIH-19,BOSNIA Y HERZEGOVINA,SAMED BAZDAR,FALSE,0,Grupo B
BIH-20,BOSNIA Y HERZEGOVINA,HARIS TABAKOVIC,FALSE,0,Grupo B
QAT-1,CATAR,ESCUDO DE CATAR,FALSE,0,Grupo B
QAT-2,CATAR,MESHAAL BARSHAM,FALSE,0,Grupo B
QAT-3,CATAR,SULTAN ALBRAKE,FALSE,0,Grupo B
QAT-4,CATAR,LUCAS MENDES,FALSE,0,Grupo B
QAT-5,CATAR,HOMAM AHMED,FALSE,0,Grupo B
QAT-6,CATAR,BOUALEM KHOUKHI,FALSE,0,Grupo B
QAT-7,CATAR,PEDRO MIGUEL,FALSE,0,Grupo B
QAT-8,CATAR,TAREK SALMAN,FALSE,0,Grupo B
QAT-9,CATAR,MOHAMMED MANNAI,FALSE,0,Grupo B
QAT-10,CATAR,KARIM BOUDIAF,FALSE,0,Grupo B
QAT-11,CATAR,ASSIM MADIBO,FALSE,0,Grupo B
QAT-12,CATAR,HAMED FATEHI,FALSE,0,Grupo B
QAT-13,CATAR,SELECCION NACIONAL DE QATAR,FALSE,0,Grupo B
QAT-14,CATAR,MOHAMMED WAAD,FALSE,0,Grupo B
QAT-15,CATAR,ABDULAZIZ HATEM,FALSE,0,Grupo B
QAT-16,CATAR,HASSAN AL-HAVDOS,FALSE,0,Grupo B
QAT-17,CATAR,EDMILSON JUNIOR,FALSE,0,Grupo B
QAT-18,CATAR,AKRAM HASSAN AFIF,FALSE,0,Grupo B
QAT-19,CATAR,AHMED AL-GANEHI,FALSE,0,Grupo B
QAT-20,CATAR,ALMOEZ ALI,FALSE,0,Grupo B
SUI-1,SUIZA,ESCUDO DE SUIZA,FALSE,0,Grupo B
SUI-2,SUIZA,GREGOR KOBEL,FALSE,0,Grupo B
SUI-3,SUIZA,YVON MVOGO,FALSE,0,Grupo B
SUI-4,SUIZA,MANUEL AKANJI,FALSE,0,Grupo B
SUI-5,SUIZA,RICARDO RODRIGUEZ,FALSE,0,Grupo B
SUI-6,SUIZA,NICO ELVEDI,FALSE,0,Grupo B
SUI-7,SUIZA,AURELE AMENDA,FALSE,0,Grupo B
SUI-8,SUIZA,SILVAN WIDMER,FALSE,0,Grupo B
SUI-9,SUIZA,GRANIT XHAKA,FALSE,0,Grupo B
SUI-10,SUIZA,DENIS ZAKARIA,FALSE,0,Grupo B
SUI-11,SUIZA,REMO FREULER,FALSE,0,Grupo B
SUI-12,SUIZA,FABIAN RIEDER,FALSE,0,Grupo B
SUI-13,SUIZA,SELECCION NACIONAL DE SUIZA,FALSE,0,Grupo B
SUI-14,SUIZA,AARON JASHARI,FALSE,0,Grupo B
SUI-15,SUIZA,JOHAN MANZAMBI,FALSE,0,Grupo B
SUI-16,SUIZA,MICHEL AEBISCHER,FALSE,0,Grupo B
SUI-17,SUIZA,BREEL EMBOLO,FALSE,0,Grupo B
SUI-18,SUIZA,RUBEN VARGAS,FALSE,0,Grupo B
SUI-19,SUIZA,DAN NDOVE,FALSE,0,Grupo B
SUI-20,SUIZA,ZEKI AMDOUNI,FALSE,0,Grupo B
BRA-1,BRASIL,ESCUDO DE BRASIL,FALSE,0,Grupo C
BRA-2,BRASIL,ALISSON,FALSE,0,Grupo C
BRA-3,BRASIL,BENTO,FALSE,0,Grupo C
BRA-4,BRASIL,MARQUINOS,FALSE,0,Grupo C
BRA-5,BRASIL,EDER MILITAO,FALSE,0,Grupo C
BRA-6,BRASIL,GABRIEL MAGALHAES,FALSE,0,Grupo C
BRA-7,BRASIL,DANILO,FALSE,0,Grupo C
BRA-8,BRASIL,WESLEY,FALSE,0,Grupo C
BRA-9,BRASIL,LUCAS PAQUETÁ,FALSE,0,Grupo C
BRA-10,BRASIL,CASEMIRO,FALSE,0,Grupo C
BRA-11,BRASIL,BRUNO GUIMARAES,FALSE,0,Grupo C
BRA-12,BRASIL,LUIZ HENRIQUE,FALSE,0,Grupo C
BRA-13,BRASIL,SELECCION BRASILEÑA DE FÚTBOL,FALSE,0,Grupo C
BRA-14,BRASIL,VINICIUS JUNIOR,FALSE,0,Grupo C
BRA-15,BRASIL,RODRYGO,FALSE,0,Grupo C
BRA-16,BRASIL,JOAO PEDRO,FALSE,0,Grupo C
BRA-17,BRASIL,MATHEUS CUNHA,FALSE,0,Grupo C
BRA-18,BRASIL,GABRIEL MARTINELLI,FALSE,0,Grupo C
BRA-19,BRASIL,RAPHINHA,FALSE,0,Grupo C
BRA-20,BRASIL,ESTEVAO,FALSE,0,Grupo C
MAR-1,MARRUECOS,ESCUDO DE MARRUECOS,FALSE,0,Grupo C
MAR-2,MARRUECOS,YASSINE BOUNOU,FALSE,0,Grupo C
MAR-3,MARRUECOS,MUNIR EL KAJOUR,FALSE,0,Grupo C
MAR-4,MARRUECOS,ACHRAF HAKIMI,FALSE,0,Grupo C
MAR-5,MARRUECOS,NOUSSAIR MAZRAOUI,FALSE,0,Grupo C
MAR-6,MARRUECOS,NAYEF AGUERD,FALSE,0,Grupo C
MAR-7,MARRUECOS,ROMAIN SAISS,FALSE,0,Grupo C
MAR-8,MARRUECOS,JAWAD EL YAMIQ,FALSE,0,Grupo C
MAR-9,MARRUECOS,ADAM MASINA,FALSE,0,Grupo C
MAR-10,MARRUECOS,SOFYAN AMRABAT,FALSE,0,Grupo C
MAR-11,MARRUECOS,AZZEDINE OUNAHI,FALSE,0,Grupo C
MAR-12,MARRUECOS,ELIESSE BEN SEGHIR,FALSE,0,Grupo C
MAR-13,MARRUECOS,SELECCION DE FUTBOL DE MARRUECOS,FALSE,0,Grupo C
MAR-14,MARRUECOS,BILAL EL KHANNOUSS,FALSE,0,Grupo C
MAR-15,MARRUECOS,ISMAEL SAIBARI,FALSE,0,Grupo C
MAR-16,MARRUECOS,YOUSSEF EN-NESYRI,FALSE,0,Grupo C
MAR-17,MARRUECOS,ABDE EZZALZOULI,FALSE,0,Grupo C
MAR-18,MARRUECOS,SOUFIANE RAHIMI,FALSE,0,Grupo C
MAR-19,MARRUECOS,BRAHIM DIAZ,FALSE,0,Grupo C
MAR-20,MARRUECOS,AYOUB EL KAABI,FALSE,0,Grupo C
HAI-1,HAITI,ESCUDO DE HAITI,FALSE,0,Grupo C
HAI-2,HAITI,JOHNY PLACIDE,FALSE,0,Grupo C
HAI-3,HAITI,CARLENS ARCUS,FALSE,0,Grupo C
HAI-4,HAITI,MARTIN EXPERIENCE,FALSE,0,Grupo C
HAI-5,HAITI,JEAN KEVIN DUVERNE,FALSE,0,Grupo C
HAI-6,HAITI,RICARDO ADÉ,FALSE,0,Grupo C
HAI-7,HAITI,DUKE LACROIX,FALSE,0,Grupo C
HAI-8,HAITI,GARVEN METUSALA,FALSE,0,Grupo C
HAI-9,HAITI,HANNES DEL CROIX,FALSE,0,Grupo C
HAI-10,HAITI,LEVERTON PIERRE,FALSE,0,Grupo C
HAI-11,HAITI,DANLEY JEAN JACQUES,FALSE,0,Grupo C
HAI-12,HAITI,JEAN RICNER BELLEGARDE,FALSE,0,Grupo C
HAI-13,HAITI,SELECCION NACIONAL DE HAITI,FALSE,0,Grupo C
HAI-14,HAITI,CHRISTOPHER ATTYS,FALSE,0,Grupo C
HAI-15,HAITI,DERRICK ETIENNER JR.,FALSE,0,Grupo C
HAI-16,HAITI,JOSUÉ CASIMIR,FALSE,0,Grupo C
HAI-17,HAITI,RUBEN PROVIDENCE,FALSE,0,Grupo C
HAI-18,HAITI,DUCKENS NAZON,FALSE,0,Grupo C
HAI-19,HAITI,LOUICIUS DEEDSON,FALSE,0,Grupo C
HAI-20,HAITI,FRANTZDY PIERROT,FALSE,0,Grupo C
SCO-1,ESCOCIA,ESCUDO DE ESCOCIA,FALSE,0,Grupo C
SCO-2,ESCOCIA,ANGUS GUNN,FALSE,0,Grupo C
SCO-3,ESCOCIA,JACK HENDRY,FALSE,0,Grupo C
SCO-4,ESCOCIA,KIERAN TIERNEY,FALSE,0,Grupo C
SCO-5,ESCOCIA,AARON HICKEY,FALSE,0,Grupo C
SCO-6,ESCOCIA,ANDREW ROBERTSON,FALSE,0,Grupo C
SCO-7,ESCOCIA,SCOTT MCKENNA,FALSE,0,Grupo C
SCO-8,ESCOCIA,JOHN SOUTTAR,FALSE,0,Grupo C
SCO-9,ESCOCIA,ANTHONY RALSTON,FALSE,0,Grupo C
SCO-10,ESCOCIA,GRANT HANLEY,FALSE,0,Grupo C
SCO-11,ESCOCIA,SCOTT MCTOMMINAY,FALSE,0,Grupo C
SCO-12,ESCOCIA,BILLY GILMOUR,FALSE,0,Grupo C
SCO-13,ESCOCIA,SELECCION NACIONAL DE ESCOCIA,FALSE,0,Grupo C
SCO-14,ESCOCIA,LEWIS FERGUSON,FALSE,0,Grupo C
SCO-15,ESCOCIA,RYAN CHRISTIE,FALSE,0,Grupo C
SCO-16,ESCOCIA,KENNY MCLEAN,FALSE,0,Grupo C
SCO-17,ESCOCIA,JOHN MCGINN,FALSE,0,Grupo C
SCO-18,ESCOCIA,LYNDON DYKES,FALSE,0,Grupo C
SCO-19,ESCOCIA,CHE ADAMS,FALSE,0,Grupo C
SCO-20,ESCOCIA,BEN GANNON-DOAK,FALSE,0,Grupo C
USA-1,ESTADOS UNIDOS,ESCUDO DE ESTADOS UNIDOS,FALSE,0,Grupo D
USA-2,ESTADOS UNIDOS,MATT FREESE,FALSE,0,Grupo D
USA-3,ESTADOS UNIDOS,CHRIS RICHARDS,FALSE,0,Grupo D
USA-4,ESTADOS UNIDOS,TIM REAM,FALSE,0,Grupo D
USA-5,ESTADOS UNIDOS,MARK MCKENZIE,FALSE,0,Grupo D
USA-6,ESTADOS UNIDOS,ALEX FREEMAN,FALSE,0,Grupo D
USA-7,ESTADOS UNIDOS,ANTONEE ROBINSON,FALSE,0,Grupo D
USA-8,ESTADOS UNIDOS,TYLER ADAMS,FALSE,0,Grupo D
USA-9,ESTADOS UNIDOS,TANNER TESSMANN,FALSE,0,Grupo D
USA-10,ESTADOS UNIDOS,WESTON MCKENNIE,FALSE,0,Grupo D
USA-11,ESTADOS UNIDOS,CRISTIAN ROLDAN,FALSE,0,Grupo D
USA-12,ESTADOS UNIDOS,TIMOTHY WEAH,FALSE,0,Grupo D
USA-13,ESTADOS UNIDOS,SELECCION DE FUTBOL DE ESTADOS UNIDOS,FALSE,0,Grupo D
USA-14,ESTADOS UNIDOS,DIEGO LUNA,FALSE,0,Grupo D
USA-15,ESTADOS UNIDOS,MALIK TILLMAN,FALSE,0,Grupo D
USA-16,ESTADOS UNIDOS,CHRISTIAN PULISIC,FALSE,0,Grupo D
USA-17,ESTADOS UNIDOS,BRENDEN AARONSON,FALSE,0,Grupo D
USA-18,ESTADOS UNIDOS,RICARDO PEPI,FALSE,0,Grupo D
USA-19,ESTADOS UNIDOS,HAJI WRIGHT,FALSE,0,Grupo D
USA-20,ESTADOS UNIDOS,FOLARIN BALOGUN,FALSE,0,Grupo D
PAR-1,PARAGUAY,ESCUDO DE PARAGUAY,FALSE,0,Grupo D
PAR-2,PARAGUAY,ROBERTO FERNANDEZ,FALSE,0,Grupo D
PAR-3,PARAGUAY,ORLANDO GILL,FALSE,0,Grupo D
PAR-4,PARAGUAY,GUSTAVO GOMEZ,FALSE,0,Grupo D
PAR-5,PARAGUAY,FABIAN BALBUENA,FALSE,0,Grupo D
PAR-6,PARAGUAY,JUAN JOSE CACERES,FALSE,0,Grupo D
PAR-7,PARAGUAY,OMAR ALDRETE,FALSE,0,Grupo D
PAR-8,PARAGUAY,JUNIOR ALONSO,FALSE,0,Grupo D
PAR-9,PARAGUAY,MATHIAS VILLASANTI,FALSE,0,Grupo D
PAR-10,PARAGUAY,DIEGO GOMEZ,FALSE,0,Grupo D
PAR-11,PARAGUAY,DAMIAN BOBADILLA,FALSE,0,Grupo D
PAR-12,PARAGUAY,ANDRÉS CUBAS,FALSE,0,Grupo D
PAR-13,PARAGUAY,SELECCION DE FUTBOL DE PARAGUAY,FALSE,0,Grupo D
PAR-14,PARAGUAY,MATIAS GALARZA FONDA,FALSE,0,Grupo D
PAR-15,PARAGUAY,JULIO ENCISO,FALSE,0,Grupo D
PAR-16,PARAGUAY,ALEJANDRO ROMERO GAMARRA,FALSE,0,Grupo D
PAR-17,PARAGUAY,MIGUEL ALMIRON,FALSE,0,Grupo D
PAR-18,PARAGUAY,RAMON SOSA,FALSE,0,Grupo D
PAR-19,PARAGUAY,ANGEL ROMERO,FALSE,0,Grupo D
PAR-20,PARAGUAY,ANTONIO SANABRIA,FALSE,0,Grupo D
AUS-1,AUSTRALIA,ESCUDO DE AUSTRALIA,FALSE,0,Grupo D
AUS-2,AUSTRALIA,MATTHEW RYAN,FALSE,0,Grupo D
AUS-3,AUSTRALIA,JOE GAUCI,FALSE,0,Grupo D
AUS-4,AUSTRALIA,HARRY SOUTTAR,FALSE,0,Grupo D
AUS-5,AUSTRALIA,ALESSANDRO CIRCATI,FALSE,0,Grupo D
AUS-6,AUSTRALIA,JORDAN BOS,FALSE,0,Grupo D
AUS-7,AUSTRALIA,AZIZ BEHICH,FALSE,0,Grupo D
AUS-8,AUSTRALIA,CAMERON BURGESS,FALSE,0,Grupo D
AUS-9,AUSTRALIA,LEWIS MILLER,FALSE,0,Grupo D
AUS-10,AUSTRALIA,MILOS DEGENEK,FALSE,0,Grupo D
AUS-11,AUSTRALIA,JACKSON IRVINE,FALSE,0,Grupo D
AUS-12,AUSTRALIA,RILEY MCGREE,FALSE,0,Grupo D
AUS-13,AUSTRALIA,SELECCION NACIONAL DE AUSTRALIA,FALSE,0,Grupo D
AUS-14,AUSTRALIA,AIDEN O´NEILL,FALSE,0,Grupo D
AUS-15,AUSTRALIA,CONNOR METCALFE,FALSE,0,Grupo D
AUS-16,AUSTRALIA,PATRICK YAZBECK,FALSE,0,Grupo D
AUS-17,AUSTRALIA,CRAIG GOODWIN,FALSE,0,Grupo D
AUS-18,AUSTRALIA,KUSINI VENGI,FALSE,0,Grupo D
AUS-19,AUSTRALIA,NESTORY IRANKUNDA,FALSE,0,Grupo D
AUS-20,AUSTRALIA,MOHAMED TOURE,FALSE,0,Grupo D
